list_name,name,label,label::Arabic,Filter,X6
market_items,hh_items,Basic household items (eg. Matress, blankets, kitchen utilities..),??????? ???????? ???????? (??? ? ??????? ?????????? ????? ?????? ..),,
market_items,Tools_hardware_mterials,Tools, hardware and mterials,??????? ????????,,
market_items,Hygeine_items,Hygeine items,???????? ???????,,
market_items,Basic_medicine,Basic medicine,????? ??????,,
market_items,other,Other,????,,
,,,,,
livelihoods_needs,cfw_cash,Short term cash through cash-for-work,???? ???? ??? ????? ?????? ?? ???? ????? ????? ?????,,
livelihoods_needs,small_asset_kit,Small asset kit,?????? ???? ?????,,
livelihoods_needs,grants,Grants for opening up businesses,??? ????? ???? ??????,,
livelihoods_needs,skills_vocation,Skills / vocational training,<U+00A0> ???????? / ??????? ??????,,
livelihoods_needs,job,Job placement,??????? ?????? ?? ???,,
livelihoods_needs,other,Other,???,,
,,,,,
NNNY,yes,Yes,???,,
NNNY,No_already_did,No, because we already did it (so cannot continue to do it),???? ????? ?? ???? ????? ????? ( ??? ?? ?????? ????????? ????),,
NNNY,No_nobody_in_HH_did,No, nobody in my HH did,???? ?? ??? ???? ?? ??? ?? ??????,,
NNNY,Not_applicable,Not applicable (I don't have),???? ?? ????? ??? ??? ??????,,
,,,,,
Needs,education,Education for children,??????? ???????,,
Needs,CFS,Child-friendly spaces or activities,????? ????? ????? ?? ????????,,
Needs,employment,Employment ( livelihood opportunities),??????? ( ??? ??? ???? ?????),,
Needs,Food,Food,??????,,
Needs,Medical_care,Medical Care,??????? ??????,,
Needs,Psychosocial_Support,Psychosocial Support,????? ?????? ??????????,,
Needs,GBV_support,Gender-based Violence support,??? ?? ????? ?????? GBV,,
Needs,EH_clear,Explosive Hazard Clearance,????? ????????? ??????,,
Needs,EH_education,Explosive Hazard Risk Education,??????? ??? ????? ?????????,,
Needs,shelter_support,Shelter Support,??? ??????,,
Needs,Water,Water,????,,
Needs,Sanitation,Sanitation services,????? ????? ?????,,
Needs,vocational_training,Vocational training,????????? ???????,,
Needs,clothing_footwear,Clothing or Footwear,??????? ?? ???????,,
Needs,summerization,Summer kits,???? ?????,,
Needs,winterization,Winter kits,???? ?????,,
Needs,legal_assistance,Legal Assistance (civil documentation, HLP, family law),?????? ??????? (????? ?????? ????? ????? ????????..),,
Needs,other,Other,???? (???),,
,,,,,
relationship,head,Head of household,?? ??????,,
relationship,spouse,Spouse of head of household,??? / ???? ?? ??????,,
relationship,child,Son/daughter,????? / ??????,,
relationship,sibling,Brother/Sister (sibling),???? / ????? ( ???????),,
relationship,parent,Father/Mother,???? / ????,,
relationship,childinlaw,Son/Daughter in law,????? (??? ??????) / ????? (???? ?????),,
relationship,grandchild,Grandchild,??????,,
relationship,parentinlaw,Father/mother in law,????? / ??????,,
relationship,nephew_niece,Nephew / Niece,??? / ???? ???? ?? ?????,,
relationship,other_relative,Other relative,?????? ?????,,
relationship,friend,Friend,,,
relationship,guest,Guest or non-relative,??? ?? ??? ????,,
relationship,error,Error - extra group added by mistake,???-?? ????? ?????? ???? ??????,,
,,,,v,
gender,male,Male,???,,
gender,female,Female,????,,
,,,,v,
marital_status,single,Single,???? / ?????,,
marital_status,married,Married,????? / ?,,
marital_status,separated,Separated,????? /?,,
marital_status,divorced,Divorced,???? /?,,
marital_status,widowed,Widowed,????/?,,
,,,,v,
civil_documents,passport,Passport,???? ???,,
civil_documents,id_card,National ID card,???? ??????? ???????,,
civil_documents,citizenship_certificate,Citizenship certificate,????????????,,
civil_documents,food_ration_card,Food ration card (PDS),????? ?????,,
civil_documents,information_card,Information card,????? ????????? (???????),,
civil_documents,birth_certificate,Birth certificate,????? ?????,,
civil_documents,marriage_certificate,Marriage certificate,????? ????,,
civil_documents,divorce_certificate,Divorce certificate,????? ??????,,
civil_documents,death_certificate,Death certificate,????? ????,,
civil_documents,guardianship_certificate,Guardianship certificate,????? ???????,,
civil_documents,trusteeship_certificate,Trusteeship certificate (Qaemoma),????? ????,,
civil_documents,inheritance_deed,Inheritance deed,??? ??? ?????,,
civil_documents,graduation_certificate,Graduation / School certificate,????? ?????? ?? ????? ?????,,
civil_documents,driver_license,Driver license,???? ???????,,
civil_documents,resdiency,Residency permit or Housing support letter,????? ??????? ?? ????? ?????,,
civil_documents,other,Other,????,,
,,,,v,
health_barriers,no_issues,No issues,?? ??? ???? ??????,,
health_barriers,cost,Cost of services and/or medicine was too high,????? ??????? ?????? ???? ????? ???,,
health_barriers,unqualified_staff,Did not get access to qualified health staff at the health facility,??? ?????? ??? ???? ??? ???? ?? ????????,,
health_barriers,refused_treatment,Medical staff refused treatment without any explanation,??? ?????? ????? ?????? ??? ????? ?? ?????,,
health_barriers,no_medicine,No medicine available at health facility / pharmacy,?? ??? ?????? ????? ?? ????????,,
health_barriers,no_offered_treatment,No treatment available for my disease at the health facility,?? ??? ???? ???? ???? ??????? ?? ????? ????? ??????,,
health_barriers,civ_docs_problems,Problems with civil documents,????? ?? ??????? ???????,,
health_barriers,no_referral_phc,Public health clinic did not provide referral,?? ???? ????? ????? ?????? ?? ?????,,
health_barriers,phc_closed,Public health clinic not open,???? ????? ????? ?????? ?????,,
health_barriers,distance_to_treatmentcenter,The treatment center was too far away / Transportation constraints,???? ??? ????? ?????? ?? ???????,,
,,,,v,
health_events,conflict_related,Conflict-related injury (gunshot, mines, shrapnel, etc.),,,
health_events,communicable,Communicable disease (vaccine-preventable, water-borne, vector-borne, food-borne),,,
health_events,chronic,Chronic health condition (heart disease, cancer, lung disease, diabetes, renal deseases),,,
health_events,other,Other health issue (specify),,,
health_events,none,None,,,
,,,,v,
chronic,Heart_disease,Heart disease,??? ?????,,
chronic,Cancer,Cancer,???????,,
chronic,Lung_disease,Lung disease,??? ????? / ??? ?? ?????,,
chronic,Diabetes,Diabetes,??????,,
chronic,Kidney,Renal (kidney) disease,??? ????? ( ????),,
chronic,None,None,?? ???,,
,,,,v,
reasons_not_attend,Cannot_afford_to_pay,Cannot afford to pay for tuition/costs,?? ???? ???? ???? ??????? / ????????,,
reasons_not_attend,No_space_inschool,No space in school/ school did not answer/unable to register,?? ???? ????? ?? ??????? / ??????? ?? ?????? / ??? ???? ??? ???????,,
reasons_not_attend,school_bad_condition,Schools not in good condition (problems with latrines, electricity, furniture),??????? ???? ?? ???? ???? (????? ?? ???????? ????????? ???????),,
reasons_not_attend,lack_suitable_curriculum,Schools lack a suitable curriculum,??????? ????? ??? ??????? ???????? ????????,,
reasons_not_attend,lack_trained_teachers,Schools lack trained teachers,??????? ????? ??? ???????? ????????,,
reasons_not_attend,lacked_gender_appropriate_staff,Schools lacked gender-appropriate staff,????? ??????? ??? ???????? ????????? ???????,,
reasons_not_attend,Children_stay_home,Children need to stay at home and assist with household chores,????? ??????? ??? ?????? ?? ?????? ????????? ?? ??????? ????????,,
reasons_not_attend,participate_remunerative_activities,Family needs the child to participate in remunerative activities,??????? ????? ??? ????? ???????? ?? ????? ???? ?????,,
reasons_not_attend,Recently_displacement,Recently or continuous displacement,?????? ??????  ?? ????? ?????????,,
reasons_not_attend,education_not_importatnt,Do not consider education important,?? ????? ??????? ???,,
reasons_not_attend,Security_situation_Insecurity,Security situation/Insecurity,????? ?????? / ?????? ?????,,
reasons_not_attend,Child_disabled,Child is disabled, unhealthy, or traumatized,????? ???? ? ???? ? ?? ?????,,
reasons_not_attend,Child_disinterested,Child is disinterested,????? ??? ????,,
reasons_not_attend,Missed_too_much,Missed too much to make up,??? ????? ??? ???? ??????,,
reasons_not_attend,school_too_far,School is too far or no transportation,??????? ????? ??  ?????? ??????? ???,,
reasons_not_attend,other,Other,????,,
,,,,v,
employment_barrires,Increased_competition,Increased competition for jobs; not enough jobs for everyone,????? ???????? ??? ??????? / ?? ???? ????? ????? ??????,,
employment_barrires,jobs_far,Available jobs are too far away,??????? ??????? ????? ???,,
employment_barrires,only_low_available,Only low-skilled, socially degrading or low-paid jobs are available,????? ????? ?????? ???????? ???? ?? ??????? ???????? ?? ???????? ?? ?????,,
employment_barrires,Underqualified_for_jobs,Underqualified for available jobs,??? ???? ??????? ???????,,
employment_barrires,lack_of_connections,Lack of family/personal connections,??? ???? ??????? ?????? / ????? ( ????? ?? ??????),,
employment_barrires,none,None,?? ??? ???? ??????,,
employment_barrires,other,Other,????,,
,,,,v,
intentions12,current,Remain in the location,?????? ?? ??????,,
intentions12,return,Return to area of origin,?????? ??? ????? ?????,,
intentions12,move_iraq,Move to another location - inside Iraq,???????? ??? ???? ??? ( ???? ??????),,
intentions12,move_other,Move to another location - outside Iraq,???????? ??? ???? ??? ( ???? ??????),,
intentions12,dnk,Do not know - waiting to make a decision,?? ???? <U+0096> ???????? ??? ????? ??????,,
,,,,v,
restriction,clearance,Needing to obtain security clearance/coupons,?????? ??? ?????? ??? ????? ???? ?? ????? ??? ??????,,
restriction,id_authorities,Needing to show ID documents to civilian authorities or security actors,?????? ??? ????? ????? ?????? ??????? ??????? ?? ?????? ???????,,
restriction,time,Time restrictions on when to leave and return,???? ??? ??? ???????? ???????,,
restriction,reason,Needing to provide a specific reason for movement (employment, medical, school),?????? ??? ????? ??? ????????( ????: ?????, ?? ???? ???? ?? ??? ???????),,
restriction,road_blocks,Physical road blocks,???? ????? ??? ???????,,
restriction,other,Other,????,,
,,,,v,
restriction_number,one,One time,??? ?????,,
restriction_number,two,Two times,?????,,
restriction_number,three,Three times,????? ????,,
restriction_number,four_five,Four to five times,?? 5 ??? 6 ????,,
restriction_number,six_plus,More than six times,????? ?? 6 ????,,
,,,,v,
YND1,yes,Yes,???,,
YND1,no,No,???,,
YND1,decline_to_answer,Decline to answer,???? ??? ???????,,
,,,,v,
housing_situation,rent_without,Household currently rents housing / land, without any written tenancy agreement,,,
housing_situation,rent_with,Household currently rents housing / land, with a written tenancy agreement,,,
housing_situation,gov_without,Household occupies government housing / land, without formal permission,,,
housing_situation,gov_with,Household occupies government housing / land, with permission from the government,,,
housing_situation,private_without,Household occupies private housing / land, without the landowners' formal permission,,,
housing_situation,private_with,Household occupies private housing / land, with the landowner's permission,,,
housing_situation,own_without,Household lives in housing / land that it owns, and does not have government ownership documentation,,,
housing_situation,own_with,Household lives in housing / land that it owns, and does have government ownership documentation,,,
housing_situation,other,Other (specify),,,
,,,,v,
housing_ownership,own_elsewhere_without,Household owns housing / land but do not currently use it, and do not have government ownership documentation,,,
housing_ownership,own_elsewhere_with,Household owns housing / land but do not currently use it, and have government ownership documentation,,,
housing_ownership,not_own,Household does not own any housing / land,,,
,,,,v,
rent_labour,reduced_rent,Yes, reduced rent,???? ????? ?????,,
rent_labour,free_accomodation,Yes, free accomodation,???? ??? ?????,,
rent_labour,no,No,???,,
,,,,v,
shelter_issues,none,No issues,?? ???? ?????,,
shelter_issues,uxo,Contamination from explosive hazards,???? ?????? ?? ????? ?????????,,
shelter_issues,flood_landslide,Land at risk of flooding or landslides,??? ????? ???? ????????? ?? ?????????? ???????,,
shelter_issues,waste_dumping,Solid waste dumping site,?????? ?? ???? ????? ???????? ??????,,
shelter_issues,fire,Fire risks,????? ?????? ????,,
shelter_issues,insicure_isolated,Shelter located in an insicure or isolated area,???? ?????? ?? ????? ??? ???? ?? ??????,,
shelter_issues,not_solid,Shelter not solid enough to offer protection from intruders,?????? ??? ????? ??? ??? ??????? ?????? ??????? ?? ?????????,,
shelter_issues,no_fence,Shelter not fenced,?? ???? ???? ??????,,
shelter_issues,no_tenure,Shelter without security for tenure,?? ???? ???? ??????? ??????,,
shelter_issues,no_separated_rooms,Shelter without separate rooms,???? ??? ??? ??????,,
shelter_issues,no_space,Not enough space or lack of space inside the shelter (min 5.5m2 per person),?? ???? ????? ????? ?? ??? ???? ????? ???? ?????? (??? ???? 5.5 ? 2 ????? ??????),,
shelter_issues,low_high_ceilings,Ceilings are too high or too low,?????? ( ??????) ?????? ???? ?? ?????? ????,,
shelter_issues,no_light,Lack of natural lighting,??? ???? ????? ?????? ( ?? ????? ????),,
shelter_issues,leaking,Leaking roof during rain,????? ?? ????? ????? ?????,,
shelter_issues,insulation,Shelter poorly insulated,???? ???? ?????,,
shelter_issues,openings_walls,Openings on the walls,????? ?? ???????,,
shelter_issues,broken_windows,Broken windows,????? ??????,,
shelter_issues,no_ventilation,Lack or limited ventilation (min 1m2 opening on one side of the house, 0.5m2 on other),??? ?? ????? ?????? (???? ????? ???? 1 ? 2 ??? ???? ???? ?? ?????? ? 0.5 ? 2 ??? ??????),,
shelter_issues,no_heating,Lack of heating,??? ???? ?????,,
shelter_issues,no_electrical,No electrical connection,?? ???? ????? ??????? ( ?? ???? ???? ??????),,
shelter_issues,missing_washing,Missing or substandard washing facilities,????? ?????? ?????? ?? ??? ???????,,
shelter_issues,missing_cooking,Lack of access to cooking facilities,??? ?????? ??? ????? ?????,,
shelter_issues,sings_failure,Signs of failure (leaning walls, cracks on the walls),?????? ?????? (??????? ??????? ? ?????? ??? ???????),,
shelter_issues,bends_structure,Bends in structural components (beams, slab, column),?????????? ?? ???????? ???????? (????? ? ??????? ? ??????),,
shelter_issues,other,Other,????,,
,,,,v,
shelter_better,protec_hazards,Protection from hazards  (contamination from explosive hazards, land at risk of flooding or landslides, solid waste dumping site, fire risks, etc.),??????? ?? ??????? (?????? ?? ?????? ????? ??????? ???????? ? ??????? ??????? ???? ????????? ?? ?????????? ??????? ? ???? ?????? ?? ???????? ?????? ? ????? ?????? ? ???.),,
shelter_better,improve_safety,Improve safety and security (shelter located in an insecure/ isolated area, shelter not solid enough to offer protection from intruders, not fenced, without security of tenure, etc),????? ??????? ?????? (?????? ??????? ?? ????? ??? ???? / ?????? ? ??????? ??? ???? ??? ??? ??????? ?????? ??????? ?? ????????? ? ???? ??????? ? ???? ?????? ?????? ? ???),,
shelter_better,improve_privacy,Improve privacy and dignity (no separate rooms, not enough space, shared facilities such as toilets & showers, low/high ceilings, lack of ventilation, lack of natural lighting),????? ???????? ???????? (?? ???? ??? ?????? ? ?? ???? ????? ????? ? ????? ?????? ??? ???????? ?????????? ? ?????? ???????? / ??????? ? ??? ??????? ? ??? ??????? ????????),,
shelter_better,protect_climate,Protect from climatic conditions (leaking roof, floor not insulated, opening on the walls, broken windows, lack of ventilation, missing heating system, etc.),????? ?? ?????? ???????? (????? ????? ? ??????? ??? ?????? ? ?????? ??? ??????? ? ??????? ???????? ? ??? ??????? ? ???? ??????? ??????? ? ???.),,
shelter_better,improve_infrastructure,Improve basic infrastructures and utilities (access to electricity, cooking and bathing/toilet  facilities),????? ????? ??????? ???????? ???????? (?????? ??? ???????? ?????? ?????? ????????? / ???????),,
shelter_better,improve_structure,Improve structural stability of the building (signs of failure such as leaning walls, big cracks and bends in structural components  - beam, slab, column, rafter, purlin and wall),????? ????????? ??????? ?????? (?????? ?????? ??? ??????? ??????? ? ?????? ??????? ??????????? ?? ???????? ????????? ??????? ? ?????? ? ??????? ??????? ? ??????? ???????),,
shelter_better,none,No improvements needed (my shelter is good as it is),?? ???? ??? ??????? (?????? ????? ?? ??? ??? ??),,
shelter_better,other,Other,????,,
,,,,v,
info_aid,safety_seuirty,Safety and security,????? ???????,,
info_aid,status_housing,Status of housing,??? ??????,,
info_aid,livelihoods,Livelihoods,?????? ????????,,
info_aid,water_services,Water services,????? ??????,,
info_aid,electr_services,Electricity services,????? ????????,,
info_aid,education,Education,???????,,
info_aid,healthcare,Healthcare,??????? ??????,,
info_aid,assistance,Humanitarian assistance,????????? ?????????,,
info_aid,legal_services,Legal services,????? ???????,,
info_aid,hlp_ingo,Housing, land and property services,????? ??????? ???????? ??????????,,
info_aid,uxo_info,Explosive hazards clearance (mines, bombs, IEDs),????? ????? ????????? (??????? ???????? ???????? ???????),,
info_aid,renew_docs,Renewing official documentation,????? ??????? ???????,,
info_aid,no_info_needed,I do not want to receive information,?? ???? ???? ?????????,,
info_aid,other,Other,????,,
,,,,v,
info_provider,fam_aoo,Friends and family living in the area of origin,???????? ???????? ????? ?????? ?? ????? ??????,,
info_provider,fam_aoo_30days,Friends and family that visited the area of origin in the past 30 days,???????? ???????? ????? ????? ????? ????? ?? ???????? ????? ???????,,
info_provider,fam_no_aoo,Friends and family that have not been in the area of origin,???????? ???????? ????? ?? ?????? ?? ????? ?????,,
info_provider,local_authorities,Local authorities,??????? ???????,,
info_provider,national_authorities,National authorities,??????? ???????,,
info_provider,ngo_humanit,NGO/humanitarian actors,???????? ??? ???????? / ?????? ??????? ?????????,,
info_provider,religious_leaders,Religious leaders,??????? ????????,,
info_provider,mukhtars,Mukhtars,????????,,
info_provider,sector_leaders,Sector leaders,????? ??????,,
info_provider,schools_centres,Schools and community centres,??????? ???????? ?????????,,
info_provider,other,Other,????,,
,,,,v,
info_mode,direct_obs,Direct observation,?? ???? ???????? ????????,,
info_mode,face_cmmunic,Face-to-face communication (e.g. from friends),????? ????? ????? ???? ( ?? ???????? ?? ??????? ?????),,
info_mode,television,Television,?? ???????,,
info_mode,telephone,Telephone/mobile phone (Voice call),?????? ????? ?? ????????,,
info_mode,mobile,Mobile phone (text SMS),????? ???? ?? ????????,,
info_mode,facebook_app,Facebook (app),????? ??????,,
info_mode,facebook_messenger,Facebook (messenger),????? ?????? ??????,,
info_mode,whatsapp,Whatsapp,??????,,
info_mode,Viber,Viber,?????,,
info_mode,other_social,Other social networks (Skype, instagram, twitter),????? ??????? ????????? ??????( ?????? ?????? ????????? ?????),,
info_mode,notice_board,Notice boards and posters,???? ??????? ???????,,
info_mode,newspapers,Newspapers and magazines,??????? ????????,,
info_mode,leaflet,Printed leaflet,????? ??????,,
info_mode,loud_speakers,Loud speakers,?????? ?????,,
info_mode,radio,Radio,???????,,
info_mode,other,Other,????,,
,,,,v,
aid_type,cash,Cash,??? / ????,,
aid_type,food,Food,????,,
aid_type,water,Water,???,,
aid_type,fuel,Fuel,????,,
aid_type,shelter,Shelter,????,,
aid_type,seasonal_items,Seasonal items,???? ??????,,
aid_type,healthcare,Health services,?????? ????,,
aid_type,other_nfi,Other non-food items,???? ??? ?????? ????,,
aid_type,protection,Protection services (legal assistance; psycho-social support; GBV services; child protection services; explosive hazard risk education),????? ??????? (???????? ????????? ? ????? ??????-????????? ? ????? ????? ?????? ??? ????? ????????? ? ????? ????? ????? ? ??????? ??? ????? ?????????),,
,,,,v,
aid_feedback,aid_worker_home,Face to face (at home) with aid worker,????? ????? ????? ???? ( ?? ??????) ?? ???? ???????,,
aid_feedback,aid_worker_office,Face to face (in office/other venue) with aid worker,????? ????? ????? ???? ( ?? ?????? ?? ???? ???) ?? ???? ???????,,
aid_feedback,member_community,Face to face with member of the community,???? ???? ?? ??? ?? ???????,,
aid_feedback,phone_call,Phone call,?????? ??????,,
aid_feedback,sms,SMS (WhatsApp, Viber, etc.),??????? ?????? ??????? (WhatsApp ? ????? ? ???.),,
aid_feedback,email,E-mail,?????? ?????????? / ?????,,
aid_feedback,letter,Letter,????? ????? / ??????,,
aid_feedback,social_media,Social media (Facebook, etc.),????? ??????? ????????? (Facebook ? ???.),,
aid_feedback,suggestion_box,Complaints/suggestions box,????? ??????? ???????????,,
aid_feedback,other,Other,????,,
,,,,v,
aid_not_satisfied,quality,Quality not good enough,??????? ???? ???? ??? ??? ???????,,
aid_not_satisfied,quantity,Quantity not enough,?????? ??? ?????,,
aid_not_satisfied,delays,Delays in delivery of aid,??????? ?? ????? ????????,,
aid_not_satisfied,other,Other,????,,
,,,,v,
ask_aid,no,No,??,,
ask_aid,yes_survey,Yes, I was asked through surveys,??? ? ??? ????? ?? ???? ???????????,,
ask_aid,yes_leaders,Yes, I was asked by community leaders,??? ? ????? ???? ???????,,
ask_aid,yes_focus,Yes, I attended a focus group discussion,??? ? ???? ?????? ?????? ???????,,
ask_aid,yes_counsel,Yes; I received one-on-one counselling about my assistance options,??? ????? ????? ??????? ??????? ??? ?????? ???????? ?????? ??,,
,,,,v,
aid_result_diff,quantity,Quantity of items/services was different than expected,???? ?????? /??????? ???? ?????? ?? ???????,,
aid_result_diff,type,Type of items/services were different than expected,??? ??????/??????? ??? ????? ?? ???????,,
aid_result_diff,quality,Quality of items/services were different than expected,???? ??????/??????? ???? ?????? ??? ?? ?????,,
aid_result_diff,other,Other,????,,
,,,,v,
ngo,MCNA01,Al-Huda Foundation,Al-Huda Foundation,,
ngo,MCNA02,al-Tawasul wa al-Ekha Human Organisation,al-Tawasul wa al-Ekha Human Organisation,,
ngo,MCNA03,DRC,DRC,,
ngo,MCNA04,Human Appeal,Human Appeal,,
ngo,MCNA05,IRC,IRC,,
ngo,MCNA06,Janat Al-frdaws,Janat Al-frdaws,,
ngo,MCNA07,Medair,Medair,,
ngo,MCNA08,Mercy Corps,Mercy Corps,,
ngo,MCNA09,Mercy Hands,Mercy Hands,,
ngo,MCNA10,Oxfam,Oxfam,,
ngo,MCNA11,IOM,IOM,,
ngo,MCNA12,REACH,REACH,,
ngo,MCNA13,Sahara Economic Development Organization (SEDO),Sahara Economic Development Organization (SEDO),,
ngo,MCNA14,TdH,TdH,,
ngo,MCNA15,UIMS,UIMS,,
ngo,MCNA16,War Child UK,War Child UK,,
ngo,MCNA17,WHH,WHH,,
ngo,MCNA18,World Vision,World Vision,,
ngo,MCNA19,Other,Other,,
,,,,v,
management,Private_clinic,Private clinic,????? ????,,
management,Public_facility,Public health facility (clinic or hospital),????? ???? ???? ( ????? ?? ???? ???),,
management,INGO,International organization (UN, IFRC, MSF),????? ????? ( ????? ???????? ?????? ?????? ???????? ????? ??? ????),,
management,local_ngo,Local organization (religious group, volunteers),?????? ????? ( ???? ????? ? ???????),,
management,do_not_know,Do not know,?? ????,,
management,none,None,?? ???,,
management,other,Other,????,,
,,,,v,
behavior_change,withdrawn,Withdrawn from family and friends,???????? ?? ??????? ?????????,,
behavior_change,anger,Angry or aggressive outbursts,??? ?? ???????,,
behavior_change,appetite_change,Changes in appetite or eating habits,?????? ?? ?????? ?? ????? ?????,,
behavior_change,headached,Headaches,??????,,
behavior_change,bedwetting,New or recurrent bedwetting,?????? ????????? ?????? ?? ???????,,
behavior_change,nightmares,Nightmares or sleep disturbances,?????? ?? ???????? ?????,,
behavior_change,upset_stomach,Upset stomach or vague stomach pain,?????? ?? ?????? ?? ??? ???? ?? ??????,,
behavior_change,fears,New or recurring fears (fear of the dark, fear of being alone, fear of strangers),????? ????? ?? ?????? (????? ?? ?????? ? ????? ?? ?????? ? ????? ?? ???????),,
behavior_change,clinging,Clinging, unwilling to let you out of sight,?????? ? ??? ?????? ?? ???? ????? ?? ???????,,
behavior_change,crying,Excessive crying,?????? ??????,,
behavior_change,infant_behaviour,Going back to behaviors present when a younger age,?????? ??? ????????? ??????? ??? ?? ????,,
behavior_change,startled,Startled easily,???????? ?? ?????? ??????,,
behavior_change,drugs,Substance use/abuse,????????? ?? ??? ?????????,,
,,,,v,
intention_ret,unstable,Security situation in return area is unstable (including presence of armed groups).,????? ?????? ?? ????? ?????? ??? ????? (??? ?? ??? ???? ?????? ?????).,,
intention_ret,uxo,Presence of unexploded ordinances (e.g. mines, bombs, IEDs).,???? ???? ??? ?????? (??? ??????? ???????? ???????? ???????).,,
intention_ret,legal_concerns,Legal and physical protection concerns (e.g. threats of violence;; detention risk; GBV risk; forced recruitment risk, etc.).,????? ??????? ????????? ???????? (??? ???? ?????? ? ????????? ?????? ? ????? ???????? ? ????? ????? ?????? ?? ??? ????? ? ??? ??????? ?????? ? ???).,,
intention_ret,no_basic_needs,Unavailability of basic services (e.g. water, electricity, health, education).,??? ???? ??????? ???????? (??? ????? ????????? ?????? ????????).,,
intention_ret,no_property,Property destroyed/ severely damaged/ looted/ occupied.,????????? ???? ???? / ????? ???? / ??? / ???????.,,
intention_ret,no_livelihoods,Lack of livelihood opportunities.,??? ??? ??? ?????.,,
intention_ret,community_tension,Inter-communal or inter-tribal tensions.,???????? ??? ??????? ?? ??? ???????.,,
,,,,,
disabilities,no_difficulty,No difficulty,,,
disabilities,some_difficulty,Some difficulty,,,
disabilities,a_difficulty,A lot of difficulty,,,
disabilities,cannot_all,Cannot do at all,,,
,,,,,
unsafe_areas,facilities,Latrines and bathing facilities,,,
unsafe_areas,markets,Markets,,,
unsafe_areas,distribution_areas,Distribution areas,,,
unsafe_areas,water_points,Water points,,,
unsafe_areas,social_areas,Social / community areas,,,
unsafe_areas,way_to_school,On their way to school,,,
unsafe_areas,way_to_centers,On their way to women community centers / health centers,,,
unsafe_areas,do_not_know,Do not know,,,
,,,,,
missing_docs,missing,No, missing (lost, damaged, never had, confiscated),,,
missing_docs,valid,Yes, valid AND it is in my possession or in a secure place,,,
missing_docs,non_valid,Yes, but non-valid and needs to be replaced,,,
missing_docs,not_needed,No, but do not need it,,,
missing_docs,do_not_know,Do not know,,,
,,,,,
subdistricts,Markaz_Ana,Markaz Ana,,Ana,
subdistricts,Rawa,Rawa,,Ana,
subdistricts,Al_Amirya,Al Amirya,,Falluja,
subdistricts,Al_Garma,Al Garma,,Falluia,
subdistricts,Markaz_Al_Falluja,Markaz Al Falluja,,Falluia,
subdistricts,Al_Halaniya,Al Halaniya,,Haditha,
subdistricts,Barwana,Barwana,,Haditha,
subdistricts,Al_Baghdady,Al Baghdady,,Heet,
subdistricts,Al_Forat,Al Forat,,Heet,
subdistricts,Kubaisa,Kubaisa,,Heet,
subdistricts,Markaz_Heet,Markaz Heet,,Heet,
subdistricts,Al_Obiadi,Al Obiadi,,Kaim,
subdistricts,Al_Karabla,Al Karabla,,Qaem,
subdistricts,Al_Rummaneh,Al Rummaneh,,Qaem,
subdistricts,Al_Habbaniya,Al Habbaniya,,Ramadi,
subdistricts,Al_Rahhaliya,Al Rahhaliya,,Ramadi,
subdistricts,Markaz_Al_Ramadi,Markaz Al Ramadi,,Ramadi,
subdistricts,Al_Nakhaeh,Al Nakhaeh,,Rutba,
subdistricts,Al_Walid,Al Walid,,Rutba,
subdistricts,Markaz_Al_Rutba,Markaz Al Rutba,,Rutba,
subdistricts,Al_Madhatiya,Al Madhatiya,,Hashimiya,Babylon
subdistricts,Al_Qasim,Al Qasim,,Hashimiya,
subdistricts,Al_Shomaly,Al Shomaly,,Hashimiya,
subdistricts,Abu_Gharaq,Abu Gharaq,,Hilla,Babylon
subdistricts,Al_Kifil,Al Kifil,,Hilla,
subdistricts,Markaz_Al_Hilla,Markaz Al Hilla,,Hilla,
subdistricts,Al_Emam,Al Emam,,Mahaweel,Babylon
subdistricts,Al_Mashroo,Al Mashroo,,Mahaweel,
subdistricts,Markaz_Al_Mahawil,Markaz Al Mahawil,,Mahaweel,
subdistricts,Al_Iskandaria,Al Iskandaria,,Musayab,Babylon
subdistricts,Jurf_Al_Sakhar,Jurf Al Sakhar,,Musayab,
subdistricts,Al_Fahama,Al Fahama,,Adhamiya,Baghdad
subdistricts,Al_Rashdia,Al Rashdia,,Adhamiya,
subdistricts,Markaz_Al_Adhamiya,Markaz Al Adhamiya,,Adhamiya,
subdistricts,Abu_Ghraib,Abu Ghraib,,Kadhmiya,Baghdad
subdistricts,Al_Taji,Al Taji,,Kadhmiya,
subdistricts,Al_Tarmiya,Al Tarmiya,,Kadhmiya,
subdistricts,Markaz_Al_Kadhimiya,Markaz Al Kadhimiya,,Kadhmiya,
subdistricts,That_al_Salasil,That al Salasil,,Kadhmiya,
subdistricts,Al_Mamoon,Al Mamoon,,Karkh,Baghdad
subdistricts,Al_Mansour,Al Mansour,,Karkh,
subdistricts,Markaz_Al_Karkh,Markaz Al Karkh,,Karkh,
subdistricts,Al_Jisr,Al Jisr,,Madaen,Baghdad
subdistricts,Al_Wihda,Al Wihda,,Madaen,
subdistricts,Markaz_Al_Mada'in,Markaz Al Mada'in,,Madaen,
subdistricts,Al_Latifya,Al Latifya,,Mahmoudiya_Baghdad,Baghdad
subdistricts,Al_Rasheed,Al Rasheed,,Mahmoudiya_Baghdad,
