Location.ID,District,popgroup,Stratum,population
2307148,Al-Karkh,idp,Al-Karkh,14
2307149,Al-Karkh,idp,Al-Karkh,11
2307150,Al-Karkh,idp,Al-Karkh,12
2307151,Al-Karkh,idp,Al-Karkh,10
2307152,Al-Karkh,idp,Al-Karkh,14
2307154,Al-Karkh,idp,Al-Karkh,15
2307155,Al-Karkh,idp,Al-Karkh,25
2307156,Al-Risafa,idp,Al-Risafa,8
2307157,Al-Karkh,idp,Al-Karkh,20
2307160,Al-Karkh,idp,Al-Karkh,13
2307161,Al-Karkh,idp,Al-Karkh,8
2307162,Al-Karkh,idp,Al-Karkh,24
2307163,Al-Karkh,idp,Al-Karkh,22
2309001,Al-Mahmoudiya,idp,Al-Mahmoudiya,83
2309005,Al-Mahmoudiya,idp,Al-Mahmoudiya,155
2309006,Al-Mahmoudiya,idp,Al-Mahmoudiya,89
2309007,Al-Mahmoudiya,idp,Al-Mahmoudiya,32
2309008,Al-Mahmoudiya,idp,Al-Mahmoudiya,170
2309009,Al-Mahmoudiya,idp,Al-Mahmoudiya,14
2309010,Al-Mahmoudiya,idp,Al-Mahmoudiya,6
2309011,Al-Mahmoudiya,idp,Al-Mahmoudiya,11
2309013,Al-Mahmoudiya,idp,Al-Mahmoudiya,9
2309016,Al-Mahmoudiya,idp,Al-Mahmoudiya,12
2309017,Al-Mahmoudiya,idp,Al-Mahmoudiya,6
2309019,Al-Mahmoudiya,idp,Al-Mahmoudiya,7
2309021,Al-Mahmoudiya,idp,Al-Mahmoudiya,15
2309022,Al-Mahmoudiya,idp,Al-Mahmoudiya,9
2309027,Al-Mahmoudiya,idp,Al-Mahmoudiya,35
2309030,Al-Mahmoudiya,idp,Al-Mahmoudiya,75
2309042,Al-Mahmoudiya,idp,Al-Mahmoudiya,6
2309044,Al-Mahmoudiya,idp,Al-Mahmoudiya,9
2309047,Al-Mahmoudiya,idp,Al-Mahmoudiya,7
2309050,Al-Mahmoudiya,idp,Al-Mahmoudiya,8
2309052,Al-Mahmoudiya,idp,Al-Mahmoudiya,24
2309068,Al-Mahmoudiya,idp,Al-Mahmoudiya,20
2310001,Al-Kadhmiyah,idp,Al-Kadhmiyah,30
2310002,Al-Kadhmiyah,idp,Al-Kadhmiyah,43
2310003,Al-Kadhmiyah,idp,Al-Kadhmiyah,37
2310004,Al-Kadhmiyah,idp,Al-Kadhmiyah,33
2310005,Al-Kadhmiyah,idp,Al-Kadhmiyah,20
2310006,Al-Kadhmiyah,idp,Al-Kadhmiyah,55
2310007,Al-Kadhmiyah,idp,Al-Kadhmiyah,33
2310008,Balad,idp,Balad,29
2310009,Al-Kadhmiyah,idp,Al-Kadhmiyah,51
2310010,Al-Kadhmiyah,idp,Al-Kadhmiyah,79
2310011,Al-Kadhmiyah,idp,Al-Kadhmiyah,66
2310012,Al-Kadhmiyah,idp,Al-Kadhmiyah,49
2310013,Al-Kadhmiyah,idp,Al-Kadhmiyah,58
2310014,Al-Kadhmiyah,idp,Al-Kadhmiyah,54
2310015,Al-Kadhmiyah,idp,Al-Kadhmiyah,69
2310016,Al-Kadhmiyah,idp,Al-Kadhmiyah,30
2310017,Al-Kadhmiyah,idp,Al-Kadhmiyah,38
2310018,Al-Kadhmiyah,idp,Al-Kadhmiyah,32
2401004,Al-Khalis,idp,Al-Khalis,60
2401005,Al-Kadhmiyah,idp,Al-Kadhmiyah,30
2401006,Baquba,idp,Baquba,110
2401007,Al-Khalis,idp,Al-Khalis,20
2401008,Al-Khalis,idp,Al-Khalis,20
2401009,Al-Khalis,idp,Al-Khalis,50
2401010,Al-Khalis,idp,Al-Khalis,24
2401013,Al-Khalis,idp,Al-Khalis,10
2401014,Balad,idp,Balad,50
2401019,Al-Khalis,idp,Al-Khalis,10
2401021,Al-Khalis,idp,Al-Khalis,10
2401023,Al-Khalis,idp,Al-Khalis,8
2401025,Al-Khalis,idp,Al-Khalis,20
2401026,Al-Khalis,idp,Al-Khalis,10
2401027,Al-Khalis,idp,Al-Khalis,10
2401029,Al-Khalis,idp,Al-Khalis,8
2401030,Al-Khalis,idp,Al-Khalis,7
2401031,Al-Khalis,idp,Al-Khalis,40
2401032,Al-Khalis,idp,Al-Khalis,115
2401035,Al-Khalis,idp,Al-Khalis,7
2401036,Al-Khalis,idp,Al-Khalis,12
2401037,Al-Khalis,idp,Al-Khalis,7
2401038,Al-Khalis,idp,Al-Khalis,30
2401040,Al-Khalis,idp,Al-Khalis,38
2401041,Al-Khalis,idp,Al-Khalis,17
2401042,Al-Khalis,idp,Al-Khalis,13
2401043,Al-Khalis,idp,Al-Khalis,65
2401045,Baquba,idp,Baquba,20
2401046,Al-Khalis,idp,Al-Khalis,61
2401048,Al-Khalis,idp,Al-Khalis,14
2401061,Al-Khalis,idp,Al-Khalis,25
2401062,Al-Khalis,idp,Al-Khalis,8
2401063,Al-Khalis,idp,Al-Khalis,25
2401071,Al-Khalis,idp,Al-Khalis,8
2401128,Al-Khalis,idp,Al-Khalis,15
2403001,Baquba,idp,Baquba,81
2403002,Baquba,idp,Baquba,40
2403004,Baquba,idp,Baquba,90
2403005,Baquba,idp,Baquba,420
2403006,Baquba,idp,Baquba,700
2403007,Baquba,idp,Baquba,31
2403008,Baquba,idp,Baquba,254
2403009,Baquba,idp,Baquba,55
2403010,Baquba,idp,Baquba,41
2403011,Baquba,idp,Baquba,38
2403012,Baquba,idp,Baquba,35
2403013,Baquba,idp,Baquba,13
2403014,Baquba,idp,Baquba,23
2403015,Baquba,idp,Baquba,425
2403016,Baquba,idp,Baquba,60
2403018,Baquba,idp,Baquba,20
2403019,Baquba,idp,Baquba,85
2403020,Baquba,idp,Baquba,72
2403021,Baquba,idp,Baquba,10
2403022,Baquba,idp,Baquba,79
2403025,Baquba,idp,Baquba,8
2403026,Baquba,idp,Baquba,6
2403028,Baquba,idp,Baquba,7
2403029,Baquba,idp,Baquba,15
2403030,Baquba,idp,Baquba,13
2403031,Baquba,idp,Baquba,12
2403033,Baquba,idp,Baquba,15
2403034,Baquba,idp,Baquba,10
2403035,Baquba,idp,Baquba,47
2403036,Baquba,idp,Baquba,67
2403037,Baquba,idp,Baquba,6
2403038,Baquba,idp,Baquba,35
2403039,Baquba,idp,Baquba,55
2403040,Baquba,idp,Baquba,100
2403042,Baquba,idp,Baquba,15
2403043,Baquba,idp,Baquba,47
2403044,Baquba,idp,Baquba,50
2403045,Baquba,idp,Baquba,75
2403046,Baquba,idp,Baquba,12
2403047,Baquba,idp,Baquba,40
2403048,Baquba,idp,Baquba,18
2403049,Baquba,idp,Baquba,13
2403050,Baquba,idp,Baquba,40
2403051,Baquba,idp,Baquba,45
2403052,Baquba,idp,Baquba,20
2403053,Baquba,idp,Baquba,13
2403054,Baquba,idp,Baquba,28
2403055,Baquba,idp,Baquba,15
2403056,Baquba,idp,Baquba,10
2403058,Baquba,idp,Baquba,20
2403059,Baquba,idp,Baquba,7
2403060,Baquba,idp,Baquba,18
2403061,Baquba,idp,Baquba,40
2403062,Baquba,idp,Baquba,25
2403064,Baquba,idp,Baquba,63
2403065,Baquba,idp,Baquba,18
2403066,Baquba,idp,Baquba,15
2403068,Baquba,idp,Baquba,31
2403069,Baquba,idp,Baquba,50
2403072,Baquba,idp,Baquba,90
2404001,Baladruz,idp,Baladruz,8
2404010,Baladruz,idp,Baladruz,14
2404015,Baladruz,idp,Baladruz,15
2404016,Baladruz,idp,Baladruz,75
2404020,Baladruz,idp,Baladruz,90
2405001,Khanaqin,idp,Khanaqin,7
2405006,Khanaqin,idp,Khanaqin,11
2405007,Khanaqin,idp,Khanaqin,20
2405008,Khanaqin,idp,Khanaqin,8
2405009,Khanaqin,idp,Khanaqin,30
2405012,Khanaqin,idp,Khanaqin,6
2405013,Khanaqin,idp,Khanaqin,25
2405014,Khanaqin,idp,Khanaqin,20
2405016,Khanaqin,idp,Khanaqin,17
2405019,Khanaqin,idp,Khanaqin,30
2405020,Khanaqin,idp,Khanaqin,350
2405022,Khanaqin,idp,Khanaqin,8
2405023,Khanaqin,idp,Khanaqin,55
2405024,Khanaqin,idp,Khanaqin,8
2405029,Khanaqin,idp,Khanaqin,50
2405030,Khanaqin,idp,Khanaqin,23
2405031,Khanaqin,idp,Khanaqin,140
2405034,Kifri,idp,Kifri,140
2405035,Khanaqin,idp,Khanaqin,30
2405037,Khanaqin,idp,Khanaqin,12
2405039,Khanaqin,idp,Khanaqin,7
2405041,Kifri,idp,Kifri,40
2405042,Khanaqin,idp,Khanaqin,41
2405046,Khanaqin,idp,Khanaqin,32
2405049,Khanaqin,idp,Khanaqin,13
2405050,Khanaqin,idp,Khanaqin,41
2405052,Khanaqin,idp,Khanaqin,10
2405054,Khanaqin,idp,Khanaqin,35
2405055,Khanaqin,idp,Khanaqin,18
2405057,Khanaqin,idp,Khanaqin,144
2405060,Khanaqin,idp,Khanaqin,43
2405061,Khanaqin,idp,Khanaqin,7
2405062,Khanaqin,idp,Khanaqin,40
2405063,Khanaqin,idp,Khanaqin,18
2405068,Khanaqin,idp,Khanaqin,165
2405069,Khanaqin,idp,Khanaqin,6
2405070,Khanaqin,idp,Khanaqin,42
2405076,Khanaqin,idp,Khanaqin,47
2405077,Khanaqin,idp,Khanaqin,60
2405078,Khanaqin,idp,Khanaqin,9
2405080,Khanaqin,idp,Khanaqin,30
2405081,Khanaqin,idp,Khanaqin,7
2405132,Khanaqin,idp,Khanaqin,13
2405133,Khanaqin,idp,Khanaqin,14
2405134,Khanaqin,idp,Khanaqin,6
2405135,Khanaqin,idp,Khanaqin,12
2405142,Khanaqin,idp,Khanaqin,7
2406002,Kifri,idp,Kifri,125
2406004,Kifri,idp,Kifri,96
2406005,Kifri,idp,Kifri,55
2406006,Kifri,idp,Kifri,34
2406007,Kifri,idp,Kifri,75
2406008,Kifri,idp,Kifri,46
2406009,Kifri,idp,Kifri,90
2406010,Kifri,idp,Kifri,68
2406011,Kifri,idp,Kifri,66
2406012,Kifri,idp,Kifri,81
2406013,Kifri,idp,Kifri,64
2406014,Kifri,idp,Kifri,100
2406015,Kifri,idp,Kifri,30
2406016,Kifri,idp,Kifri,153
2406017,Tooz Khurmato,idp,Tooz Khurmato,110
2406018,Chamchamal,idp,Chamchamal,43
2406019,Kifri,idp,Kifri,53
2501004,Kerbela,idp,Kerbela,11
2502001,Al-Hindiya,idp,Al-Hindiya,20
2502003,Al-Hindiya,idp,Al-Hindiya,13
2502006,Al-Hindiya,idp,Al-Hindiya,13
2502008,Al-Hindiya,idp,Al-Hindiya,8
2502012,Al-Hindiya,idp,Al-Hindiya,6
2502015,Al-Hindiya,idp,Al-Hindiya,13
2502018,Al-Hindiya,idp,Al-Hindiya,22
2502023,Al-Hindiya,idp,Al-Hindiya,38
2502024,Kerbela,idp,Kerbela,58
2502027,Al-Hindiya,idp,Al-Hindiya,69
2502036,Al-Hindiya,idp,Al-Hindiya,45
2502038,Al-Hindiya,idp,Al-Hindiya,69
2502041,Al-Hindiya,idp,Al-Hindiya,8
2502043,Al-Hindiya,idp,Al-Hindiya,33
2502046,Al-Hindiya,idp,Al-Hindiya,20
2502047,Al-Hindiya,idp,Al-Hindiya,476
2503001,Kerbela,idp,Kerbela,14
2503004,Kerbela,idp,Kerbela,8
2503007,Kerbela,idp,Kerbela,30
2503009,Kerbela,idp,Kerbela,7
2503010,Kerbela,idp,Kerbela,8
2503011,Kerbela,idp,Kerbela,15
2503012,Kerbela,idp,Kerbela,6
2503013,Kerbela,idp,Kerbela,35
2503015,Kerbela,idp,Kerbela,9
2503017,Kerbela,idp,Kerbela,115
2503018,Kerbela,idp,Kerbela,9
2503019,Kerbela,idp,Kerbela,8
2503020,Kerbela,idp,Kerbela,10
2503021,Kerbela,idp,Kerbela,9
2503022,Kerbela,idp,Kerbela,8
2503024,Kerbela,idp,Kerbela,12
2503032,Kerbela,idp,Kerbela,18
2503033,Kerbela,idp,Kerbela,20
2503037,Kerbela,idp,Kerbela,47
2503039,Kerbela,idp,Kerbela,7
2503040,Kerbela,idp,Kerbela,7
2503041,Kerbela,idp,Kerbela,17
2503045,Kerbela,idp,Kerbela,45
2503048,Kerbela,idp,Kerbela,13
2503049,Kerbela,idp,Kerbela,10
2503052,Kerbela,idp,Kerbela,10
2503055,Kerbela,idp,Kerbela,7
2503058,Kerbela,idp,Kerbela,20
2503064,Kerbela,idp,Kerbela,15
2503067,Kerbela,idp,Kerbela,6
2503071,Kerbela,idp,Kerbela,10
2503072,Kerbela,idp,Kerbela,12
2503073,Kerbela,idp,Kerbela,16
2503074,Kerbela,idp,Kerbela,14
2503076,Kerbela,idp,Kerbela,22
2503077,Kerbela,idp,Kerbela,19
2503079,Kerbela,idp,Kerbela,10
2503082,Kerbela,idp,Kerbela,15
2503089,Kerbela,idp,Kerbela,25
2503096,Kerbela,idp,Kerbela,35
2503097,Kerbela,idp,Kerbela,6
2503098,Kerbela,idp,Kerbela,7
2503104,Kerbela,idp,Kerbela,49
2503111,Kerbela,idp,Kerbela,13
2503113,Kerbela,idp,Kerbela,48
2503114,Kerbela,idp,Kerbela,10
2503115,Kerbela,idp,Kerbela,6
2503116,Kerbela,idp,Kerbela,10
2503118,Kerbela,idp,Kerbela,15
2503122,Kerbela,idp,Kerbela,33
2503126,Kerbela,idp,Kerbela,14
2503127,Kerbela,idp,Kerbela,490
2503130,Kerbela,idp,Kerbela,6
2503131,Kerbela,idp,Kerbela,20
2503132,Kerbela,idp,Kerbela,8
2503133,Kerbela,idp,Kerbela,10
2503134,Kerbela,idp,Kerbela,53
2503135,Kerbela,idp,Kerbela,25
2503137,Kerbela,idp,Kerbela,13
2503138,Kerbela,idp,Kerbela,45
2503140,Kerbela,idp,Kerbela,50
2503142,Kerbela,idp,Kerbela,15
2503154,Kerbela,idp,Kerbela,7
2503159,Kerbela,idp,Kerbela,10
2503160,Kerbela,idp,Kerbela,25
2503163,Kerbela,idp,Kerbela,7
2503166,Kerbela,idp,Kerbela,65
2503168,Kerbela,idp,Kerbela,62
2503170,Kerbela,idp,Kerbela,24
2503171,Kerbela,idp,Kerbela,13
2503176,Kerbela,idp,Kerbela,7
2503178,Kerbela,idp,Kerbela,10
2503187,Kerbela,idp,Kerbela,14
2503189,Kerbela,idp,Kerbela,31
2503196,Kerbela,idp,Kerbela,15
2503198,Kerbela,idp,Kerbela,9
2503203,Kerbela,idp,Kerbela,48
2503205,Kerbela,idp,Kerbela,7
2503206,Kerbela,idp,Kerbela,8
2503209,Kerbela,idp,Kerbela,6
2503217,Kerbela,idp,Kerbela,28
2503218,Kerbela,idp,Kerbela,16
2503219,Kerbela,idp,Kerbela,18
2503220,Kerbela,idp,Kerbela,35
2503223,Kerbela,idp,Kerbela,9
2503224,Kerbela,idp,Kerbela,16
2503226,Kerbela,idp,Kerbela,8
2503227,Kerbela,idp,Kerbela,53
2503234,Kerbela,idp,Kerbela,15
2503238,Kerbela,idp,Kerbela,7
2503241,Kerbela,idp,Kerbela,31
2503247,Kerbela,idp,Kerbela,15
2503249,Kerbela,idp,Kerbela,8
2503252,Kerbela,idp,Kerbela,15
2503253,Kerbela,idp,Kerbela,19
2503254,Kerbela,idp,Kerbela,50
2602004,Kirkuk,idp,Kirkuk,15
2602005,Daquq,idp,Daquq,74
2602007,Daquq,idp,Daquq,113
2602008,Kirkuk,idp,Kirkuk,105
2602010,Kirkuk,idp,Kirkuk,57
2602011,Daquq,idp,Daquq,120
2602012,Kirkuk,idp,Kirkuk,77
2602013,Daquq,idp,Daquq,205
2602017,Kirkuk,idp,Kirkuk,33
2602018,Kirkuk,idp,Kirkuk,14
2602024,Daquq,idp,Daquq,17
2602035,Daquq,idp,Daquq,150
2602036,Daquq,idp,Daquq,100
2602037,Daquq,idp,Daquq,87
2602038,Daquq,idp,Daquq,85
2603001,Kirkuk,idp,Kirkuk,247
2603002,Kirkuk,idp,Kirkuk,315
2603005,Kirkuk,idp,Kirkuk,340
2603006,Kirkuk,idp,Kirkuk,900
2603007,Kirkuk,idp,Kirkuk,280
2603009,Kirkuk,idp,Kirkuk,526
2603010,Kirkuk,idp,Kirkuk,70
2603011,Dibis,idp,Dibis,110
2603012,Kirkuk,idp,Kirkuk,35
2603013,Kirkuk,idp,Kirkuk,138
2603014,Kirkuk,idp,Kirkuk,195
2603015,Kirkuk,idp,Kirkuk,72
2603016,Kirkuk,idp,Kirkuk,2128
2603017,Kirkuk,idp,Kirkuk,45
2603018,Kirkuk,idp,Kirkuk,75
2603019,Kirkuk,idp,Kirkuk,420
2603020,Kirkuk,idp,Kirkuk,360
2603022,Kirkuk,idp,Kirkuk,140
2603023,Kirkuk,idp,Kirkuk,450
2603024,Kirkuk,idp,Kirkuk,230
2603025,Kirkuk,idp,Kirkuk,175
2603026,Kirkuk,idp,Kirkuk,573
2603027,Kirkuk,idp,Kirkuk,490
2603028,Kirkuk,idp,Kirkuk,29
2603029,Kirkuk,idp,Kirkuk,90
2603030,Kirkuk,idp,Kirkuk,299
2603031,Kirkuk,idp,Kirkuk,264
2603032,Kirkuk,idp,Kirkuk,170
2603038,Kirkuk,idp,Kirkuk,572
2603040,Kirkuk,idp,Kirkuk,60
2603041,Kirkuk,idp,Kirkuk,140
2603042,Kirkuk,idp,Kirkuk,10
2603044,Kirkuk,idp,Kirkuk,85
2603045,Kirkuk,idp,Kirkuk,180
2603046,Kirkuk,idp,Kirkuk,202
2603047,Kirkuk,idp,Kirkuk,35
2603048,Kirkuk,idp,Kirkuk,10
2603050,Kirkuk,idp,Kirkuk,133
2603051,Kirkuk,idp,Kirkuk,185
2603052,Kirkuk,idp,Kirkuk,30
2603053,Kirkuk,idp,Kirkuk,155
2603059,Kirkuk,idp,Kirkuk,46
2603060,Kirkuk,idp,Kirkuk,21
2603061,Kirkuk,idp,Kirkuk,180
2603064,Kirkuk,idp,Kirkuk,309
2603065,Kirkuk,idp,Kirkuk,76
2603066,Kirkuk,idp,Kirkuk,405
2603067,Kirkuk,idp,Kirkuk,425
2603068,Kirkuk,idp,Kirkuk,535
2603069,Kirkuk,idp,Kirkuk,430
2604001,Dibis,idp,Dibis,26
2604005,Dibis,idp,Dibis,40
2604006,Dibis,idp,Dibis,78
2604007,Dibis,idp,Dibis,97
2701001,Aqra,idp,Aqra,1690
2701003,Aqra,idp,Aqra,20
2701004,Aqra,idp,Aqra,53
2701005,Aqra,idp,Aqra,962
2701007,Al-Hamdaniya,idp,Al-Hamdaniya,36
2701008,Aqra,idp,Aqra,26
2701009,Aqra,idp,Aqra,109
2701010,Aqra,idp,Aqra,67
2701011,Aqra,idp,Aqra,294
2701012,Al-Hamdaniya,idp,Al-Hamdaniya,642
2701013,Aqra,idp,Aqra,12
2701014,Aqra,idp,Aqra,68
2701017,Aqra,idp,Aqra,687
2701018,Aqra,idp,Aqra,7
2701019,Aqra,idp,Aqra,17
2701025,Aqra,idp,Aqra,36
2701028,Aqra,idp,Aqra,21
2701030,Al-Hamdaniya,idp,Al-Hamdaniya,15
2701031,Aqra,idp,Aqra,14
2701033,Al-Shikhan,idp,Al-Shikhan,16
2701034,Aqra,idp,Aqra,38
2701035,Al-Hamdaniya,idp,Al-Hamdaniya,48
2702001,Al-Baaj,idp,Al-Baaj,226
2703038,Al-Hamdaniya,idp,Al-Hamdaniya,25
2704001,Al-Shikhan,idp,Al-Shikhan,100
2704002,Al-Shikhan,idp,Al-Shikhan,688
2704004,Al-Shikhan,idp,Al-Shikhan,69
2704005,Al-Shikhan,idp,Al-Shikhan,18
2704006,Al-Shikhan,idp,Al-Shikhan,187
2704007,Al-Shikhan,idp,Al-Shikhan,134
2704011,Al-Shikhan,idp,Al-Shikhan,301
2704012,Al-Shikhan,idp,Al-Shikhan,250
2704013,Al-Shikhan,idp,Al-Shikhan,31
2704015,Al-Shikhan,idp,Al-Shikhan,310
2704016,Al-Shikhan,idp,Al-Shikhan,1678
2704018,Al-Shikhan,idp,Al-Shikhan,51
2704025,Al-Shikhan,idp,Al-Shikhan,7
2704027,Al-Shikhan,idp,Al-Shikhan,14
2704030,Al-Shikhan,idp,Al-Shikhan,11
2704031,Al-Shikhan,idp,Al-Shikhan,6
2704033,Al-Shikhan,idp,Al-Shikhan,16
2706001,Al-Mosul,idp,Al-Mosul,7
2706003,Al-Mosul,idp,Al-Mosul,733
2706004,Al-Mosul,idp,Al-Mosul,700
2706006,Tilkaef,idp,Tilkaef,1600
2706007,Al-Mosul,idp,Al-Mosul,30
2706010,Al-Mosul,idp,Al-Mosul,290
2706011,Al-Mosul,idp,Al-Mosul,285
2706012,Al-Mosul,idp,Al-Mosul,161
2706013,Al-Mosul,idp,Al-Mosul,35
2706015,Al-Mosul,idp,Al-Mosul,155
2706016,Al-Mosul,idp,Al-Mosul,135
2706017,Al-Mosul,idp,Al-Mosul,1339
2706018,Al-Mosul,idp,Al-Mosul,402
2706020,Al-Mosul,idp,Al-Mosul,460
2706021,Al-Mosul,idp,Al-Mosul,120
2706022,Al-Mosul,idp,Al-Mosul,300
2706023,Al-Mosul,idp,Al-Mosul,6
2706024,Al-Mosul,idp,Al-Mosul,22
2706025,Al-Mosul,idp,Al-Mosul,14
2706026,Al-Mosul,idp,Al-Mosul,188
2706027,Al-Mosul,idp,Al-Mosul,270
2706028,Al-Mosul,idp,Al-Mosul,185
2706031,Al-Mosul,idp,Al-Mosul,610
2706032,Al-Mosul,idp,Al-Mosul,160
2706033,Al-Mosul,idp,Al-Mosul,375
2706034,Al-Mosul,idp,Al-Mosul,50
2706040,Al-Mosul,idp,Al-Mosul,165
2706041,Tilkaef,idp,Tilkaef,25
2706043,Al-Mosul,idp,Al-Mosul,743
2706044,Al-Mosul,idp,Al-Mosul,302
2706046,Al-Mosul,idp,Al-Mosul,114
2706047,Al-Mosul,idp,Al-Mosul,550
2706048,Al-Mosul,idp,Al-Mosul,360
2706050,Al-Mosul,idp,Al-Mosul,516
2706051,Al-Mosul,idp,Al-Mosul,150
2706053,Al-Mosul,idp,Al-Mosul,65
2706054,Al-Mosul,idp,Al-Mosul,335
2706055,Al-Mosul,idp,Al-Mosul,130
2706058,Al-Mosul,idp,Al-Mosul,140
2706062,Al-Mosul,idp,Al-Mosul,10
2706063,Al-Mosul,idp,Al-Mosul,200
2706064,Al-Mosul,idp,Al-Mosul,210
2706065,Al-Mosul,idp,Al-Mosul,60
2706082,Al-Mosul,idp,Al-Mosul,53
2706087,Al-Mosul,idp,Al-Mosul,190
2706090,Al-Mosul,idp,Al-Mosul,160
2706091,Al-Mosul,idp,Al-Mosul,223
2706093,Al-Mosul,idp,Al-Mosul,105
2706094,Al-Mosul,idp,Al-Mosul,386
2706097,Tilkaef,idp,Tilkaef,51
2706099,Al-Mosul,idp,Al-Mosul,60
2706106,Al-Mosul,idp,Al-Mosul,450
2706110,Al-Mosul,idp,Al-Mosul,13
2706112,Al-Mosul,idp,Al-Mosul,10
2706126,Al-Mosul,idp,Al-Mosul,270
2706130,Al-Mosul,idp,Al-Mosul,28
2706135,Al-Mosul,idp,Al-Mosul,15
2706136,Al-Mosul,idp,Al-Mosul,10
2706152,Al-Mosul,idp,Al-Mosul,20
2706163,Al-Mosul,idp,Al-Mosul,20
2706165,Al-Mosul,idp,Al-Mosul,12
2706182,Al-Mosul,idp,Al-Mosul,110
2706183,Al-Mosul,idp,Al-Mosul,65
2706184,Al-Mosul,idp,Al-Mosul,40
2706186,Al-Mosul,idp,Al-Mosul,60
2706187,Al-Mosul,idp,Al-Mosul,640
2706188,Al-Mosul,idp,Al-Mosul,102
2706189,Al-Mosul,idp,Al-Mosul,79
2706190,Al-Mosul,idp,Al-Mosul,200
2706191,Al-Mosul,idp,Al-Mosul,490
2706195,Al-Mosul,idp,Al-Mosul,68
2706196,Al-Mosul,idp,Al-Mosul,46
2706197,Al-Mosul,idp,Al-Mosul,19
2706214,Al-Mosul,idp,Al-Mosul,7
2706225,Al-Mosul,idp,Al-Mosul,10
2706230,Tilkaef,idp,Tilkaef,80
2706261,Al-Mosul,idp,Al-Mosul,30
2706263,Al-Mosul,idp,Al-Mosul,120
2706264,Al-Mosul,idp,Al-Mosul,52
2706265,Al-Mosul,idp,Al-Mosul,21
2706266,Al-Mosul,idp,Al-Mosul,75
2706268,Al-Mosul,idp,Al-Mosul,70
2706270,Al-Mosul,idp,Al-Mosul,20
2706272,Al-Mosul,idp,Al-Mosul,135
2706275,Al-Mosul,idp,Al-Mosul,85
2706277,Al-Mosul,idp,Al-Mosul,7
2706279,Al-Mosul,idp,Al-Mosul,65
2706280,Al-Mosul,idp,Al-Mosul,63
2706281,Al-Mosul,idp,Al-Mosul,100
2706292,Al-Mosul,idp,Al-Mosul,200
2706300,Al-Mosul,idp,Al-Mosul,225
2706312,Al-Mosul,idp,Al-Mosul,40
2706313,Al-Mosul,idp,Al-Mosul,85
2706314,Al-Mosul,idp,Al-Mosul,35
2706315,Al-Mosul,idp,Al-Mosul,27
2706321,Al-Mosul,idp,Al-Mosul,15
2706323,Al-Mosul,idp,Al-Mosul,30
2706325,Al-Mosul,idp,Al-Mosul,30
2706326,Al-Mosul,idp,Al-Mosul,829
2706359,Al-Mosul,idp,Al-Mosul,60
2707001,Sinjar,idp,Sinjar,216
2707004,Sinjar,idp,Sinjar,500
2707005,Sinjar,idp,Sinjar,870
2707006,Sinjar,idp,Sinjar,30
2707008,Sinjar,idp,Sinjar,160
2707009,Sinjar,idp,Sinjar,7
2707011,Sinjar,idp,Sinjar,89
2707012,Sinjar,idp,Sinjar,40
2707013,Sinjar,idp,Sinjar,50
2707015,Sinjar,idp,Sinjar,11
2707016,Sinjar,idp,Sinjar,80
2707017,Sinjar,idp,Sinjar,236
2707018,Sinjar,idp,Sinjar,23
2707019,Sinjar,idp,Sinjar,110
2707021,Sinjar,idp,Sinjar,126
2707024,Sinjar,idp,Sinjar,37
2707025,Sinjar,idp,Sinjar,40
2707026,Sinjar,idp,Sinjar,30
2707027,Sinjar,idp,Sinjar,7
2707029,Sinjar,idp,Sinjar,118
2707030,Sinjar,idp,Sinjar,9
2707031,Sinjar,idp,Sinjar,12
2707034,Sinjar,idp,Sinjar,67
2707037,Sinjar,idp,Sinjar,6
2707038,Sinjar,idp,Sinjar,9
2707039,Sinjar,idp,Sinjar,79
2707041,Sinjar,idp,Sinjar,170
2707042,Sinjar,idp,Sinjar,50
2707043,Sinjar,idp,Sinjar,296
2707045,Sinjar,idp,Sinjar,270
2707046,Sinjar,idp,Sinjar,135
2707047,Sinjar,idp,Sinjar,95
2707048,Sinjar,idp,Sinjar,108
2708003,Telafar,idp,Telafar,175
2708008,Telafar,idp,Telafar,15
2708009,Telafar,idp,Telafar,15
2708011,Telafar,idp,Telafar,90
2708021,Telafar,idp,Telafar,26
2708022,Telafar,idp,Telafar,8
2708026,Telafar,idp,Telafar,453
2708027,Telafar,idp,Telafar,18
2708028,Telafar,idp,Telafar,105
2708029,Telafar,idp,Telafar,55
2708030,Telafar,idp,Telafar,150
2708032,Telafar,idp,Telafar,35
2708034,Telafar,idp,Telafar,37
2708047,Telafar,idp,Telafar,26
2708050,Telafar,idp,Telafar,9
2708053,Telafar,idp,Telafar,7
2708055,Telafar,idp,Telafar,7
2708057,Telafar,idp,Telafar,38
2708058,Telafar,idp,Telafar,15
2708059,Telafar,idp,Telafar,15
2708060,Telafar,idp,Telafar,41
2708061,Telafar,idp,Telafar,10
2708062,Telafar,idp,Telafar,32
2708063,Telafar,idp,Telafar,12
2708064,Telafar,idp,Telafar,10
2708065,Telafar,idp,Telafar,36
2708066,Telafar,idp,Telafar,22
2708075,Telafar,idp,Telafar,10
2708078,Telafar,idp,Telafar,26
2708079,Telafar,idp,Telafar,24
2708080,Telafar,idp,Telafar,35
2708081,Telafar,idp,Telafar,18
2708082,Telafar,idp,Telafar,15
2708084,Telafar,idp,Telafar,28
