"survey","uuid","log_date","governorate","location_id","location_name","district","ngo","ngo_name","enumerator","question.name","issue","feedback","action","changed","old.value","new.value"
"parent","521572f6-08f1-4689-b8fe-37ac4176f6db","17-07-19","ninewa","cluster_location_id_0729","0729 (Qasabat Zummar)","telafar","mcna11","Mercy Corps",3,"hhh","The respondent is head of household but doesn't have same age and gender as head of household in the loop.",NA,"flag",NA,"yes",NA
"parent","647ade51-9074-46c1-bae3-7a309a895920","17-07-19","ninewa","cluster_location_id_0729","0729 (Qasabat Zummar)","telafar","mcna11","Mercy Corps",3,"hhh","The respondent is head of household but doesn't have same age and gender as head of household in the loop.",NA,"flag",NA,"yes",NA
"parent","79cb10ca-a34b-4b95-a51c-77c49cde208c","17-07-19","ninewa","cluster_location_id_0729","0729 (Qasabat Zummar)","telafar","mcna11","Mercy Corps",2,"hhh","The respondent is head of household but doesn't have same age and gender as head of household in the loop.",NA,"flag",NA,"yes",NA
"parent","359254a6-f311-46e7-88e8-c52fd2699ebf","17-07-19","al.basrah","cluster_location_id_0925","0925 (AL Mowafaqiah)","al.basrah","mcna06","IOM",1,"hhh","The respondent is head of household but doesn't have same age and gender as head of household in the loop.",NA,"flag",NA,"yes",NA
"parent","105a602b-4af9-4669-afa9-e18834d963ad","17-07-19","salah.al.din","cluster_location_id_0862","0862 (Qadisya 2 Mahala 216)","tikrit","mcna05","INTERSOS",2996001,"hhh","The respondent is head of household but doesn't have same age and gender as head of household in the loop.",NA,"flag",NA,"yes",NA
"parent","ed81dc4d-0134-4677-9759-cfc4c3fd4dc9","17-07-19","salah.al.din","cluster_location_id_0862","0862 (Qadisya 2 Mahala 216)","tikrit","mcna05","INTERSOS",2996004,"hhh","The respondent is head of household but doesn't have same age and gender as head of household in the loop.",NA,"flag",NA,"yes",NA
"parent","164bb4c8-de52-4d20-b457-18eb30d9acaa","17-07-19","salah.al.din","cluster_location_id_0801","0801 (Al Hejaj Village-13)","beygee","mcna03","COOPI",4,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"11",NA
"parent","3f9d704e-494a-426e-846c-006ed19b50da","17-07-19","salah.al.din","cluster_location_id_0804","0804 (Al-asry Al-Jnoby neighborhood)","beygee","mcna03","COOPI",1,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"60",NA
"parent","3ef01649-2076-40c0-95b1-055c8d7b1b79","17-07-19","salah.al.din","cluster_location_id_0804","0804 (Al-asry Al-Jnoby neighborhood)","beygee","mcna03","COOPI",1,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"60",NA
"parent","31ee635a-83f2-4992-b8fc-cc28fb2e7e03","17-07-19","salah.al.din","cluster_location_id_0804","0804 (Al-asry Al-Jnoby neighborhood)","beygee","mcna03","COOPI",1,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"48",NA
"parent","9586c2be-d36d-4c00-abd3-a6bf619af53c","17-07-19","salah.al.din","cluster_location_id_0804","0804 (Al-asry Al-Jnoby neighborhood)","beygee","mcna03","COOPI",1,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"48",NA
"parent","2f4584dd-3c09-457c-8571-444bdf354687","17-07-19","salah.al.din","cluster_location_id_0804","0804 (Al-asry Al-Jnoby neighborhood)","beygee","mcna03","COOPI",1,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"60",NA
"parent","a4454315-d0c0-489a-89fb-6a666e76b885","17-07-19","salah.al.din","cluster_location_id_0808","0808 (Alharejiya village)","beygee","mcna03","COOPI",1,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"48",NA
"parent","f09d3acf-9f43-4a35-af2e-4b037b9cdcf7","17-07-19","salah.al.din","cluster_location_id_0808","0808 (Alharejiya village)","beygee","mcna03","COOPI",1,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"48",NA
"parent","aaba8c0b-d0f2-478e-be74-9d67b1c9caf1","17-07-19","salah.al.din","cluster_location_id_0808","0808 (Alharejiya village)","beygee","mcna03","COOPI",1,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"48",NA
"parent","85b2698d-29d2-4032-b945-020294467d85","17-07-19","salah.al.din","cluster_location_id_0808","0808 (Alharejiya village)","beygee","mcna03","COOPI",1,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"48",NA
"parent","4d373fa5-1c02-4752-b335-ce906745751a","17-07-19","salah.al.din","cluster_location_id_0808","0808 (Alharejiya village)","beygee","mcna03","COOPI",1,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"48",NA
"parent","24c1bf29-d87f-4f84-8036-26413b664c48","17-07-19","salah.al.din","cluster_location_id_0803","0803 (Al-Zweeyah Village )","beygee","mcna03","COOPI",6,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"48",NA
"parent","125de579-8157-4e31-b319-945de7623caa","17-07-19","salah.al.din","cluster_location_id_0803","0803 (Al-Zweeyah Village )","beygee","mcna03","COOPI",6,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"48",NA
"parent","2e371c64-0fc0-402e-b44b-8fb1d3017912","17-07-19","baghdad","cluster_location_id_0348","0348 (Al Masara village)","al.mahmoudiya","mcna06","IOM",4,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"45",NA
"parent","2de2dee5-7781-403e-b803-edd596eb1de2","17-07-19","baghdad","cluster_location_id_0348","0348 (Al Masara village)","al.mahmoudiya","mcna06","IOM",4,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"45",NA
"parent","7384e5f5-f20c-47c4-9fa7-5672db3c0cea","17-07-19","baghdad","cluster_location_id_0348","0348 (Al Masara village)","al.mahmoudiya","mcna06","IOM",4,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"44",NA
"parent","8bb29a37-5a78-4856-ace3-48a7321ff11f","17-07-19","baghdad","cluster_location_id_0349","0349 (Al Mamier village)","al.mahmoudiya","mcna06","IOM",4,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"43",NA
"parent","28584336-914a-42da-87c3-68e90cc3ec4e","17-07-19","ninewa","cluster_location_id_0635","0635 (Al-ghadeer complex)","al.hamdaniya","mcna20","ZOA International",4,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"36",NA
"parent","c41faaec-7675-48cb-8083-308be6edf821","17-07-19","salah.al.din","cluster_location_id_0816","0816 (Yathrib sub distrct )","balad","mcna05","INTERSOS",2996006,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"48",NA
"parent","58544104-7dcc-4c7c-8aeb-f7547735f6a8","17-07-19","salah.al.din","cluster_location_id_0816","0816 (Yathrib sub distrct )","balad","mcna05","INTERSOS",2996006,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"36",NA
"parent","2de0d849-e56e-45c0-a7a5-b3dc7e4d11d4","17-07-19","salah.al.din","cluster_location_id_0816","0816 (Yathrib sub distrct )","balad","mcna05","INTERSOS",2996005,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"21",NA
"parent","a73767f7-3ca8-4683-b5ac-65f5ad7e8e89","17-07-19","ninewa","cluster_location_id_0637","0637 (Tahrawa Village)","al.hamdaniya","mcna20","ZOA International",2,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"38",NA
"parent","825afb10-c42d-49ac-942d-68372ab69453","17-07-19","ninewa","cluster_location_id_0637","0637 (Tahrawa Village)","al.hamdaniya","mcna20","ZOA International",3,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"30",NA
"parent","1e6906e9-0eb0-4d96-81c7-67a6184cc01e","17-07-19","ninewa","cluster_location_id_0636","0636 (Shaquli village)","al.hamdaniya","mcna20","ZOA International",4,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"36",NA
"parent","5c67d860-4f61-4ea7-be97-5dd19063062a","17-07-19","al.anbar","cluster_location_id_0214","0214 (Sadah)","al.kaim","mcna12","NRC",2,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"60",NA
"parent","841a66ab-3cee-429f-be69-680cfbeb5d80","17-07-19","ninewa","cluster_location_id_0729","0729 (Qasabat Zummar)","telafar","mcna11","Mercy Corps",2,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"48",NA
"parent","5042107d-5bc7-42d2-8ee1-197cf85477df","17-07-19","salah.al.din","cluster_location_id_0862","0862 (Qadisya 2 Mahala 216)","tikrit","mcna05","INTERSOS",2996004,"return_durationdisplace","According to their duration of displacement they have been displaced from before 1-1-2014",NA,"flag",NA,"35",NA
"parent","2966c142-f45f-4431-81db-ce9eae6f892d","17-07-19","ninewa","cluster_location_id_0723","0723 (Rozh Halat)","sinjar","mcna21","Save The Children",3,"arrival_date_idp","The difference between displace date and arrival date while it being first place of displacement is more than 6 months.",NA,"flag",NA,"01-10-17",NA
"parent","869e75e1-05ef-4de3-b1e8-a7924add648a","17-07-19","ninewa","cluster_location_id_0723","0723 (Rozh Halat)","sinjar","mcna21","Save The Children",3,"arrival_date_idp","The difference between displace date and arrival date while it being first place of displacement is more than 6 months.",NA,"flag",NA,"01-12-16",NA
"parent","9276ee39-3d76-4803-b872-6ee949cfa787","17-07-19","salah.al.din","cluster_location_id_0875","0875 (Al-Qadisya Complex)","tikrit","mcna05","INTERSOS",2996005,"arrival_date_idp","The difference between displace date and arrival date while it being first place of displacement is more than 6 months.",NA,"flag",NA,"01-07-16",NA
"parent","2c1ba151-fc42-483c-b430-365bc561132e","17-07-19","al.anbar","cluster_location_id_0287","0287 (Al Muhamdee)","heet","mcna19","SSORD",2,"arrival_date_idp","The difference between displace date and arrival date while it being first place of displacement is more than 6 months.",NA,"flag",NA,"01-07-17",NA
"parent","02665d2f-f89a-4af5-b3f2-f8e7bf3d75e7","17-07-19","al.anbar","cluster_location_id_0214","0214 (Sadah)","al.kaim","mcna12","NRC",1,"arrival_date_idp","The difference between displace date and arrival date while it being first place of displacement is more than 6 months.",NA,"flag",NA,"01-07-18",NA
"parent","f6030c1b-6add-4b91-a104-c2d25a92f5e4","17-07-19","al.anbar","cluster_location_id_0214","0214 (Sadah)","al.kaim","mcna12","NRC",1,"arrival_date_idp","The difference between displace date and arrival date while it being first place of displacement is more than 6 months.",NA,"flag",NA,"01-07-18",NA
"parent","c585ac0d-ba6a-4c9a-a179-5138779af500","17-07-19","al.anbar","cluster_location_id_0214","0214 (Sadah)","al.kaim","mcna13","Oxfam",1,"arrival_date_idp","The difference between displace date and arrival date while it being first place of displacement is more than 6 months.",NA,"flag",NA,"01-07-18",NA
"parent","577463c8-a9f8-40e7-a0a1-7ea084fce5c0","17-07-19","erbil","cluster_location_id_0071","0071 (Khabat)","al.hamdaniya","mcna16","REACH Initiative",15,"arrival_date_idp","The difference between displace date and arrival date while it being first place of displacement is more than 6 months.",NA,"flag",NA,"01-07-15",NA
"parent","c69ba9b8-b015-4a61-b3fd-7f5eb1daa4cf","17-07-19","erbil","cluster_location_id_0071","0071 (Khabat)","al.hamdaniya","mcna16","REACH Initiative",15,"arrival_date_idp","The difference between displace date and arrival date while it being first place of displacement is more than 6 months.",NA,"flag",NA,"01-07-15",NA
"parent","b8fb8bb2-72d6-4579-bef0-7cd369245cb8","17-07-19","erbil","cluster_location_id_0071","0071 (Khabat)","al.hamdaniya","mcna16","REACH Initiative",1,"arrival_date_idp","The difference between displace date and arrival date while it being first place of displacement is more than 6 months.",NA,"flag",NA,"01-07-15",NA
"parent","548e7886-d533-4101-b14d-6332aa57f77a","17-07-19","ninewa","cluster_location_id_0729","0729 (Qasabat Zummar)","telafar","mcna11","Mercy Corps",7,"arrival_date_idp","The difference between displace date and arrival date while it being first place of displacement is more than 6 months.",NA,"flag",NA,"01-07-17",NA
"parent","5f9b87a5-35ce-4b2f-a9d8-925165d53a89","17-07-19","ninewa","cluster_location_id_0729","0729 (Qasabat Zummar)","telafar","mcna11","Mercy Corps",7,"arrival_date_idp","The difference between displace date and arrival date while it being first place of displacement is more than 6 months.",NA,"flag",NA,"01-01-19",NA
"parent","0734b1fd-d99c-4a81-9875-82bf0c03a49d","17-07-19","ninewa","cluster_location_id_0729","0729 (Qasabat Zummar)","telafar","mcna11","Mercy Corps",3,"arrival_date_idp","The difference between displace date and arrival date while it being first place of displacement is more than 6 months.",NA,"flag",NA,"01-10-17",NA
"parent","56fa0452-e0d7-4dcf-8986-f8c09ca91cea","17-07-19","ninewa","cluster_location_id_0729","0729 (Qasabat Zummar)","telafar","mcna11","Mercy Corps",8,"arrival_date_idp","The difference between displace date and arrival date while it being first place of displacement is more than 6 months.",NA,"flag",NA,"01-02-15",NA
"parent","3aac0963-3be9-495e-9c98-ea6f09d80bc6","17-07-19","salah.al.din","cluster_location_id_0794","0794 (Al Mushhaq Village)","beygee","mcna03","COOPI",7,"num_hh_member","Number of family members should always be lower or equal to household size, but for these it is not.",NA,"change",TRUE,"6","6"
"parent","aaba8c0b-d0f2-478e-be74-9d67b1c9caf1","17-07-19","salah.al.din","cluster_location_id_0808","0808 (Alharejiya village)","beygee","mcna03","COOPI",1,"num_hh_member","Number of family members should always be lower or equal to household size, but for these it is not.",NA,"change",TRUE,"9","9"
"parent","24c1bf29-d87f-4f84-8036-26413b664c48","17-07-19","salah.al.din","cluster_location_id_0803","0803 (Al-Zweeyah Village )","beygee","mcna03","COOPI",6,"num_hh_member","Number of family members should always be lower or equal to household size, but for these it is not.",NA,"change",TRUE,"6","6"
"parent","67f22736-cdd6-4e5d-b391-edd9bdc4f244","17-07-19","kirkuk","cluster_location_id_0578","0578 (Hay Klisa 1)","daquq","mcna16","REACH Initiative",7,"num_hh_member","Number of family members should always be lower or equal to household size, but for these it is not.",NA,"change",TRUE,"1","1"
"parent","3d5e0e3c-0f24-41a7-8f43-0c5791befa23","17-07-19","kirkuk","cluster_location_id_0578","0578 (Hay Klisa 1)","daquq","mcna16","REACH Initiative",7,"num_hh_member","Number of family members should always be lower or equal to household size, but for these it is not.",NA,"change",TRUE,"1","1"
"parent","f52e7f9a-e26c-48d1-809d-80abd1179a1c","17-07-19","kirkuk","cluster_location_id_0578","0578 (Hay Klisa 1)","daquq","mcna16","REACH Initiative",7,"num_hh_member","Number of family members should always be lower or equal to household size, but for these it is not.",NA,"change",TRUE,"1","1"
"parent","277ac820-a609-4ece-ba9e-51de3ce1901a","17-07-19","kirkuk","cluster_location_id_0568","0568 (Hay Ashti)","daquq","mcna16","REACH Initiative",7,"num_hh_member","Number of family members should always be lower or equal to household size, but for these it is not.",NA,"change",TRUE,"3","3"
"parent","7edebeeb-417f-4685-803f-bb6f5af1148a","17-07-19","kirkuk","cluster_location_id_0568","0568 (Hay Ashti)","daquq","mcna16","REACH Initiative",7,"num_hh_member","Number of family members should always be lower or equal to household size, but for these it is not.",NA,"change",TRUE,"4","4"
"parent","9186ca23-7057-45a3-bc96-6640637ce294","17-07-19","kirkuk","cluster_location_id_0568","0568 (Hay Ashti)","daquq","mcna16","REACH Initiative",7,"num_hh_member","Number of family members should always be lower or equal to household size, but for these it is not.",NA,"change",TRUE,"3","3"
"parent","28584336-914a-42da-87c3-68e90cc3ec4e","17-07-19","ninewa","cluster_location_id_0635","0635 (Al-ghadeer complex)","al.hamdaniya","mcna20","ZOA International",4,"num_hh_member","Number of family members should always be lower or equal to household size, but for these it is not.",NA,"change",TRUE,"5","5"
"parent","f295d0b3-d5f0-4285-a12d-436aa68103e3","17-07-19","al.anbar","cluster_location_id_0214","0214 (Sadah)","al.kaim","mcna12","NRC",1,"num_hh_member","Number of family members should always be lower or equal to household size, but for these it is not.",NA,"change",TRUE,"3","3"
"parent","06d553a0-2f70-4bcc-b1bd-4772c381cd3e","17-07-19","salah.al.din","cluster_location_id_0870","0870 (Al-Muskarat)","beygee","mcna03","COOPI",5,"inc_employment","Employment is selected as primary livelihood source but income from employment is given as 0.",NA,"change",TRUE,"0","999"
"parent","dff546bf-97f1-48c6-8d05-c2d53cb9760d","17-07-19","ninewa","cluster_location_id_0723","0723 (Rozh Halat)","sinjar","mcna21","Save The Children",1,"inc_employment","Employment is selected as primary livelihood source but income from employment is given as 0.",NA,"change",TRUE,"0","999"
"parent","8b061efb-4d2c-4b2e-95bc-ef408286b055","17-07-19","ninewa","cluster_location_id_0723","0723 (Rozh Halat)","sinjar","mcna21","Save The Children",1,"inc_employment","Employment is selected as primary livelihood source but income from employment is given as 0.",NA,"change",TRUE,"0","999"
"parent","3d4d3d6d-a75c-4b01-9421-3eda675f0ea3","17-07-19","al.anbar","cluster_location_id_0285","0285 (Abu Tibban)","heet","mcna19","SSORD",2,"inc_employment","Employment is selected as primary livelihood source but income from employment is given as 0.",NA,"change",TRUE,"0","999"
"parent","f9653878-6d7d-41c2-ad69-2847b97d6d85","17-07-19","ninewa","cluster_location_id_0635","0635 (Al-ghadeer complex)","al.hamdaniya","mcna20","ZOA International",3,"inc_employment","Employment is selected as primary livelihood source but income from employment is given as 0.",NA,"change",TRUE,"0","999"
"parent","c3e95952-5ac1-4af9-a4fc-a0975db8b073","17-07-19","al.anbar","cluster_location_id_0214","0214 (Sadah)","al.kaim","mcna12","NRC",3,"inc_employment","Employment is selected as primary livelihood source but income from employment is given as 0.",NA,"change",NA,"0","999"
"parent","24fefa4e-8c8d-45d4-ba3d-b313dd6aa86a","17-07-19","baghdad","cluster_location_id_0407","0407 (Shaka-3)","al.mahmoudiya","mcna06","IOM",1,"how_much_debt","Total reported debt is lower than the debt taken in the last 30 days.",NA,"change",TRUE,"0","21000"
"parent","4d8d196a-5d5d-4660-b18f-39f2bdf13cd7","17-07-19","baghdad","cluster_location_id_0407","0407 (Shaka-3)","al.mahmoudiya","mcna06","IOM",1,"how_much_debt","Total reported debt is lower than the debt taken in the last 30 days.",NA,"change",TRUE,"0","13000"
"parent","03e2d7b8-ce19-4e22-89ec-59bd5f9e7dd2","17-07-19","salah.al.din","cluster_location_id_0816","0816 (Yathrib sub distrct )","balad","mcna05","INTERSOS",2996005,"how_much_debt","Total reported debt is lower than the debt taken in the last 30 days.",NA,"change",TRUE,"150000","300000"
"parent","3faf20b5-bc93-4817-b594-636b88113765","17-07-19","salah.al.din","cluster_location_id_0816","0816 (Yathrib sub distrct )","balad","mcna05","INTERSOS",2996005,"how_much_debt","Total reported debt is lower than the debt taken in the last 30 days.",NA,"change",TRUE,"150000","250000"
"parent","be839371-8429-4639-922d-2b9694dc091a","17-07-19","salah.al.din","cluster_location_id_0816","0816 (Yathrib sub distrct )","balad","mcna05","INTERSOS",2996005,"how_much_debt","Total reported debt is lower than the debt taken in the last 30 days.",NA,"change",TRUE,"250000","500000"
"parent","63ebc320-8766-449a-adcb-d11fd7b2ab92","17-07-19","ninewa","cluster_location_id_0623","0623 (Kalak)","al.hamdaniya","mcna16","REACH Initiative",3,"how_much_debt","Total reported debt is lower than the debt taken in the last 30 days.",NA,"change",TRUE,"0","80000"
"parent","0816726b-3d4a-401d-804d-66c1aa4a5a90","17-07-19","erbil","cluster_location_id_0071","0071 (Khabat)","al.hamdaniya","mcna16","REACH Initiative",14,"how_much_debt","Total reported debt is lower than the debt taken in the last 30 days.",NA,"change",TRUE,"0","50000"
"parent","cbef0acf-a125-46e2-9375-c8827b3b3b10","17-07-19","salah.al.din","cluster_location_id_0862","0862 (Qadisya 2 Mahala 216)","tikrit","mcna05","INTERSOS",2996002,"how_much_debt","Total reported debt is lower than the debt taken in the last 30 days.",NA,"change",TRUE,"350000","500000"
"parent","5042107d-5bc7-42d2-8ee1-197cf85477df","17-07-19","salah.al.din","cluster_location_id_0862","0862 (Qadisya 2 Mahala 216)","tikrit","mcna05","INTERSOS",2996004,"how_much_debt","Total reported debt is lower than the debt taken in the last 30 days.",NA,"change",TRUE,"400000","500000"
"parent","d88e6e51-0ab4-4a16-9de9-ecafe079e879","17-07-19","al.anbar","cluster_location_id_0214","0214 (Sadah)","al.kaim","mcna12","NRC",1,"marriage_cert_a18","Reported that marriage certificate above 18 is not applicable but in the loop there are people above 18 married.",NA,"change",TRUE,"no_one","non_valid"
"parent","c0c24c1f-b884-46ea-89d0-d132604a0db4","17-07-19","al.anbar","cluster_location_id_0214","0214 (Sadah)","al.kaim","mcna12","NRC",3,"marriage_cert_a18","Reported that marriage certificate above 18 is not applicable but in the loop there are people above 18 married.",NA,"change",TRUE,"no_one","non_valid"
"parent","ca68a626-db3a-4cf8-805a-4ecd27112da8","17-07-19","al.anbar","cluster_location_id_0214","0214 (Sadah)","al.kaim","mcna12","NRC",1,"marriage_cert_a18","Reported that marriage certificate above 18 is not applicable but in the loop there are people above 18 married.",NA,"change",TRUE,"no_one","non_valid"
"parent","f43328df-904c-4dc5-8550-44346f742113","17-07-19","salah.al.din","cluster_location_id_0797","0797 (Qaryat Al Sareen)","beygee","mcna03","COOPI",3,"marriage_cert_u18","Reported that marriage certificate under 18 is not applicable but in the loop there are people under 18 married.",NA,"change",TRUE,"no_one","non_valid"
"parent","56fa0452-e0d7-4dcf-8986-f8c09ca91cea","17-07-19","ninewa","cluster_location_id_0729","0729 (Qasabat Zummar)","telafar","mcna11","Mercy Corps",8,"marriage_cert_u18","Reported that marriage certificate under 18 is not applicable but in the loop there are people under 18 married.",NA,"change",TRUE,"no_one","non_valid"
"parent","177655f3-8d0e-4e2e-b659-7d9e864e626e","17-07-19","kirkuk","cluster_location_id_0594","0594 (Hay Al-Zawraa)","kirkuk","mcna13","Oxfam",1,"birth_cert_missing_amount_a1","Children missing birth certificate reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","b96cecb3-d1d8-4500-ab85-84c23421b312","17-07-19","salah.al.din","cluster_location_id_0801","0801 (Al Hejaj Village-13)","beygee","mcna03","COOPI",4,"birth_cert_missing_amount_a1","Children missing birth certificate reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","7767ea40-06d8-49f5-8017-a7fe892ac198","17-07-19","salah.al.din","cluster_location_id_0801","0801 (Al Hejaj Village-13)","beygee","mcna03","COOPI",4,"birth_cert_missing_amount_a1","Children missing birth certificate reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","535716f0-bd38-475b-86dd-f75545523846","17-07-19","kirkuk","cluster_location_id_0577","0577 (Hay Al-Salam ( Daquq ))","daquq","mcna16","REACH Initiative",3,"birth_cert_missing_amount_a1","Children missing birth certificate reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","84f1dc90-f6dc-492f-a039-841549f795c4","17-07-19","kirkuk","cluster_location_id_0577","0577 (Hay Al-Salam ( Daquq ))","daquq","mcna16","REACH Initiative",4,"birth_cert_missing_amount_a1","Children missing birth certificate reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","d9a3d32a-d39e-454e-9958-18bef614acf2","17-07-19","kirkuk","cluster_location_id_0577","0577 (Hay Al-Salam ( Daquq ))","daquq","mcna16","REACH Initiative",4,"birth_cert_missing_amount_a1","Children missing birth certificate reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","f6030c1b-6add-4b91-a104-c2d25a92f5e4","17-07-19","al.anbar","cluster_location_id_0214","0214 (Sadah)","al.kaim","mcna12","NRC",1,"birth_cert_missing_amount_a1","Children missing birth certificate reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","8b739f2c-5676-402b-8569-39cee1bedbb5","17-07-19","ninewa","cluster_location_id_0637","0637 (Tahrawa Village)","al.hamdaniya","mcna20","ZOA International",2,"birth_cert_missing_amount_a1","Children missing birth certificate reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","b96cecb3-d1d8-4500-ab85-84c23421b312","17-07-19","salah.al.din","cluster_location_id_0801","0801 (Al Hejaj Village-13)","beygee","mcna03","COOPI",4,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","9feb3501-4b11-4125-b001-5474d81206c9","17-07-19","salah.al.din","cluster_location_id_0801","0801 (Al Hejaj Village-13)","beygee","mcna03","COOPI",0,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","a6ef970c-f9d2-474c-a520-152993641186","17-07-19","salah.al.din","cluster_location_id_0801","0801 (Al Hejaj Village-13)","beygee","mcna03","COOPI",4,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","3fd2fdda-4542-4c95-8135-b71f36529ef8","17-07-19","salah.al.din","cluster_location_id_0801","0801 (Al Hejaj Village-13)","beygee","mcna03","COOPI",4,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","ab1f571b-c11d-43ee-b975-0f812eb0def5","17-07-19","salah.al.din","cluster_location_id_0801","0801 (Al Hejaj Village-13)","beygee","mcna03","COOPI",4,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","7767ea40-06d8-49f5-8017-a7fe892ac198","17-07-19","salah.al.din","cluster_location_id_0801","0801 (Al Hejaj Village-13)","beygee","mcna03","COOPI",4,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","596de6e4-5616-457b-a6b3-0da8fcffad78","17-07-19","salah.al.din","cluster_location_id_0794","0794 (Al Mushhaq Village)","beygee","mcna03","COOPI",7,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","3f0e93fb-7379-4a1d-ad7e-bb7283fc4714","17-07-19","salah.al.din","cluster_location_id_0794","0794 (Al Mushhaq Village)","beygee","mcna03","COOPI",7,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","af3f85dd-23bd-4eab-a10c-30a4dde44eee","17-07-19","kirkuk","cluster_location_id_0580","0580 (Hay Runaki / Daquq)","daquq","mcna16","REACH Initiative",8,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","aaba8c0b-d0f2-478e-be74-9d67b1c9caf1","17-07-19","salah.al.din","cluster_location_id_0808","0808 (Alharejiya village)","beygee","mcna03","COOPI",1,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","535716f0-bd38-475b-86dd-f75545523846","17-07-19","kirkuk","cluster_location_id_0577","0577 (Hay Al-Salam ( Daquq ))","daquq","mcna16","REACH Initiative",3,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","67f22736-cdd6-4e5d-b391-edd9bdc4f244","17-07-19","kirkuk","cluster_location_id_0578","0578 (Hay Klisa 1)","daquq","mcna16","REACH Initiative",7,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
"parent","3d5e0e3c-0f24-41a7-8f43-0c5791befa23","17-07-19","kirkuk","cluster_location_id_0578","0578 (Hay Klisa 1)","daquq","mcna16","REACH Initiative",7,"id_card_missing_amount","Children missing id card reported but the amount of children missing it is 0.",NA,"change",TRUE,"0","999"
